Height(Inches),Weight(Pounds),Altura,Peso
65.52149,110.9523,166.4245846,50.3270756616
67.45905,132.8625,171.345987,60.265367100000006
67.40985,146.3385,171.221019,66.377972892
69.66158,145.5894,176.9404132,66.0381871248
65.79799,120.8431,167.12689459999999,54.813463415200005
66.10558,115.7813,167.90817320000002,52.5174714296
68.23987,128.3019,173.3292698,58.1967154248
68.02403,127.4718,172.7810362,57.8201887056
71.39044,127.8761,181.3317176,58.0035759512
65.7316,121.4997,166.958264,55.1112919224
66.43358,112.7148,168.74129320000003,51.1265315616
70.01309,135.002,177.83324860000002,61.235827184
69.48146,128.6789,176.48290839999999,58.3677196088
68.62764,124.4062,174.3142056,56.4296570704
68.36275,140.026,173.641385,63.514673392000006
68.39028,117.519,173.7113112,53.305678248
68.77413,143.8737,174.6862902,65.25995933040001
69.9236,141.1703,177.605944,64.0337187176
71.55542,155.9414,181.7507668,70.73377150879999
68.44764,134.0093,173.8570056,60.785546405599995
66.71398,130.0975,169.4535092,59.011185219999994
66.68413,106.2265,169.3776902,48.183490588
67.93699,112.0489,172.5599546,50.8244846488
68.89855,136.1884,175.002317,61.7739687328
67.29191,131.236,170.9214514,59.527599712
69.57212,131.3231,176.7131848,59.567107575200005
67.67479,119.5261,171.8939666,54.2160827512
69.04155,116.9965,175.36553700000002,53.068676427999996
67.96765,138.5255,172.637831,62.834058596
65.83982,109.6518,167.23314280000002,49.7371792656
65.77288,130.1569,167.0631152,59.038128584800006
71.14106,137.1114,180.69829239999999,62.1926341488
67.83055,113.759,172.28959700000001,51.600172328
65.0693,114.9725,165.276022,52.15060622
69.70745,127.7149,177.05692299999998,57.9304569208
69.92983,121.9972,177.6217682,55.3369539424
66.11569,117.9607,167.9338526,53.5060298344
68.61364,127.7141,174.2786456,57.9300940472
68.9976,117.9619,175.253904,53.5065741448
66.79171,125.1554,169.6509434,56.7694881968
68.02363,141.1026,172.7800202,64.00301053919999
69.67258,145.4822,176.9683532,65.9895620624
71.82178,116.065,182.42732120000002,52.64615548
72.74676,135.7458,184.77677039999998,61.5732089136
67.27951,132.9248,170.88995540000002,60.2936258816
67.41015,115.6622,171.221781,52.4634486224
68.5315,114.3184,174.07001,51.8539116928
68.47126,148.952,173.9170004,67.563435584
68.51867,142.1878,174.0374218,64.49524857760001
63.72529,134.104,161.86223660000002,60.82850156800001
67.70483,141.8926,171.9702682,64.3613482192
69.47115,138.7444,176.456721,62.9333498848
66.70198,134.449,169.42302920000003,60.984990808000006
65.23126,117.0167,165.68740040000003,53.077838986399996
69.89473,115.6752,177.53261419999998,52.4693453184
69.83048,134.7905,177.36941919999998,61.139892476
65.3979,120.5746,166.110666,54.6916739632
68.32214,120.0835,173.5382356,54.468914932
65.93895,84.3598,167.484933,38.264930401600004
70.09805,138.9394,178.049047,63.021800324800004
66.05531,143.5245,167.78048740000003,65.101565004
68.23481,123.1347,173.3164174,55.8529148424
65.21758,115.5261,165.6526532,52.4017147512
69.16173,120.9844,175.67079420000002,54.877555964799996
67.60064,120.6473,171.7056256,54.7246501016
67.28621,124.0352,170.9069734,56.261374438400004
66.84323,117.2238,169.7818042,53.1717778896
68.08281,127.9598,172.93033739999998,58.0415416016
66.56991,116.7527,169.08757139999997,52.9580906984
70.16973,121.9957,178.2311142,55.3362735544
67.85113,123.9952,172.3418702,56.243230758399996
66.62309,108.855,169.2226486,49.37575716
63.68816,104.6574,161.76792640000002,47.471759380799995
68.0356,132.248,172.810424,59.98663481599999
66.941,127.1834,170.03014000000002,57.6893727728
66.26292,125.1209,168.30781679999998,56.7538392728
70.7301,133.322,179.654454,60.473792624
70.70844,122.3364,179.5994376,55.4908123488
73.26872,130.2636,186.1025488,59.0865268512
63.79021,116.7431,162.0271334,52.953736215199996
67.84109,125.8534,172.31636859999998,57.0860954128
67.78058,100.627,172.1626732,45.643602183999995
67.23901,118.4945,170.7870854,53.748157244
66.75701,137.1255,169.56280539999997,62.19902979599999
69.03098,118.6991,175.3386892,53.8409621672
68.52652,124.1641,174.05736080000003,56.3198424472
64.65419,124.9442,164.2216426,56.6736895664
65.14295,126.3889,165.463093,57.3289939288
66.74124,121.5255,169.52274960000003,55.122994596
66.99923,133.2951,170.1780442,60.4615909992
70.26611,127.4072,178.4759194,57.7908866624
67.57666,125.08,171.64471640000002,56.73528736
66.30582,102.8114,168.4167828,46.6344285488
68.90702,134.2212,175.0238308,60.8816625504
65.60543,100.9758,166.6377922,45.801815073600004
68.00189,145.8886,172.7248006,66.1739018512
69.93715,155.3046,177.640361,70.4449241232
70.1459,138.7175,178.170586,62.92114826
66.66364,116.2611,169.3256456,52.7351048712
69.40676,120.6087,176.2931704,54.7071414504
66.80598,114.4083,169.6871892,51.8946896136
67.70048,133.3406,171.9592192,60.4822294352
69.13438,92.74955,175.6013252,42.0704538836
67.53769,131.7825,171.5457326,59.775487739999996
65.77912,118.3865,167.07896480000002,53.699169308
66.25769,131.1466,168.2945326,59.4870485872
67.39038,130.2033,171.17156519999997,59.0591752536
64.94327,129.1836,164.9559058,58.5966474912
69.25699,143.1445,175.9127546,64.929200044
69.07739,138.7307,175.4565706,62.927135674400006
69.64403,130.9528,176.8958362,59.3991424576
69.07705,124.3032,175.455707,56.3829370944
68.01304,135.3702,172.75312160000001,61.402839758400006
68.85664,124.1988,174.8958656,56.3355820896
63.19158,111.2389,160.5066132,50.4570751288
65.57591,129.4037,166.5628114,58.696483090399994
69.12101,127.7444,175.5673654,57.9438378848
69.78765,121.3311,177.260631,55.034816311200004
67.48203,118.2183,171.4043562,53.6228751336
69.08809,123.3441,175.48374859999998,55.9478970072
68.5529,151.9118,174.12436599999998,68.9059771856
68.21327,115.3108,173.2617058,52.3040563936
67.1012,122.3844,170.437048,55.512584764799996
71.23661,129.2323,180.9409894,58.6187374216
69.11946,138.2824,175.56342840000002,62.7237903808
65.49848,144.0565,166.3661392,65.342875948
66.58706,120.8482,169.13113239999998,54.8157767344
67.99831,113.3034,172.7157074,51.3935158128
72.57747,149.3227,184.34677380000002,67.7315821384
67.97585,130.6373,172.658659,59.25603418160001
66.62347,122.387,169.2236138,55.513764103999996
67.29574,133.8677,170.93117959999998,60.72131777840001
65.95951,134.8336,167.5371554,61.159442291199994
66.54011,137.8363,169.0118794,62.5214429896
68.07723,112.6812,172.9161642,51.1112908704
65.83291,121.1964,167.2155914,54.9737174688
69.23721,114.9262,175.8625134,52.1296049104
64.69413,110.3762,164.3230902,50.0657613104
69.21372,126.0337,175.8028488,57.1678780504
67.16792,118.7008,170.60651679999998,53.8417332736
67.8467,119.3108,172.330618,54.1184243936
69.27389,150.7397,175.9556806,68.37432200239999
67.90547,121.1142,172.47989379999999,54.9364322064
67.076,118.4065,170.37303999999997,53.708241148
70.01531,142.759,177.8388874,64.754340328
70.05454,145.6305,177.9385316,66.056829756
70.86714,127.3425,180.00253560000002,57.76153926
66.0586,115.9678,167.788844,52.6020663376
65.23745,104.4441,165.703123,47.375008207200004
68.7413,138.4905,174.602902,62.818182876
69.51946,145.5049,176.57942839999998,65.9998586008
70.30764,124.4065,178.5814056,56.429793147999995
67.29982,124.1866,170.9415428,56.3300482672
67.60582,126.1659,171.71878279999999,57.2278429128
67.85566,138.8125,172.3533764,62.9642395
66.46536,121.5515,168.8220144,55.134787988
68.92071,114.2555,175.0586034,51.825380756
68.46886,129.4022,173.91090440000002,58.695802702399995
69.5193,137.5583,176.579022,62.3953444136
70.23956,134.4996,178.4084824,61.0079425632
67.85651,127.7103,172.3555354,57.9283703976
68.00435,115.6709,172.731049,52.4673948728
67.13983,131.5906,170.53516820000002,59.6884434352
68.09931,127.5839,172.97224740000001,57.8710363688
68.99077,125.7211,175.2365558,57.0260851912
69.32618,119.9885,176.08849719999998,54.425823692
70.09286,140.8676,178.0358644,63.8964164192
68.74304,136.9164,174.60732159999998,62.1041837088
64.18633,118.4759,163.03327819999998,53.7397204328
66.09074,129.5516,167.87047959999998,58.763569347200004
69.24418,152.0714,175.8802172,68.97837046880001
69.66512,120.8646,176.9494048,54.8232156432
68.42721,136.1027,173.8051134,61.7350958984
68.28613,130.0611,173.4467702,58.99467447120001
69.37684,131.7743,176.2171736,59.771768285600004
68.35315,139.38,173.617001,63.22165296
72.32489,168.229,183.7052206,76.307328568
70.37159,127.6446,178.7438386,57.8985694032
65.72927,131.8008,166.9523458,59.783788473600005
66.49627,122.8561,168.9005258,55.7265441112
70.81339,140.2133,179.8660106,63.5996311736
67.37579,142.6929,171.13450659999998,64.7243578968
67.79709,137.4299,172.2046086,62.3371032008
68.1607,126.0392,173.12817800000002,57.170372806399996
68.85782,143.5985,174.89886280000002,65.135130812
67.71342,122.62,171.9920868,55.61945104
64.66007,108.6044,164.23657780000002,49.2620870048
65.73721,100.6617,166.97251340000003,45.659341826399995
68.42441,116.1397,173.79800139999998,52.6800388024
68.88946,140.5293,174.9792284,63.7429662456
68.27367,125.6907,173.41512179999998,57.012295994400006
69.18045,134.3329,175.71834299999998,60.9323287768
72.60996,136.4649,184.4292984,61.8993869208
66.04157,127.8822,167.74558779999998,58.0063428624
69.2288,123.1361,175.84115200000002,55.8535498712
68.87697,116.3375,174.9475038,52.769759300000004
66.46042,124.5581,168.8094668,56.4985576952
69.30444,125.7853,176.0332776,57.0552057976
67.58249,107.5905,171.65952460000003,48.802190076
69.41816,143.0236,176.3221264,64.87436077119999
67.46867,118.7434,171.3704218,53.861056292799994
66.44873,118.9856,168.7797742,53.970916275200004
68.76185,131.8744,174.65509899999998,59.817172844800005
63.76881,119.3691,161.9727774,54.1448688072
69.03663,126.1223,175.3530402,57.2080663016
66.48966,126.6122,168.8837364,57.4302810224
66.74224,113.5597,169.52528959999998,51.5097714424
67.69394,115.8413,171.9426076,52.5446869496
66.69066,130.2738,169.3942764,59.091153489599996
67.02877,125.4542,170.25307579999998,56.9050214864
65.91096,117.1655,167.4138384,53.145333476
70.0304,137.3184,177.877216,62.2865276928
69.26978,149.4447,175.9452412,67.78692036240001
70.07695,151.0695,177.995453,68.523916644
64.90942,116.9994,164.8699268,53.06999184479999
69.68744,138.1787,177.0060976,62.676752890399996
67.56524,127.621,171.6157096,57.887864631999996
63.85529,120.7514,162.19243659999998,54.7718690288
71.6189,144.2537,181.912006,65.4323242904
64.98993,105.7939,165.07442220000001,47.9872666888
64.60759,120.1567,164.1032786,54.5021178664
62.01666,109.0848,157.5223164,49.4799926016
65.28516,125.971,165.8243064,57.139437832
67.70163,110.2325,171.9621402,50.00058014
70.85794,134.4706,179.9791676,60.9947883952
68.17075,115.5067,173.153705,52.3929150664
67.45006,125.1086,171.3231524,56.748260091199995
71.04224,116.4113,180.44728960000003,52.8032343896
67.83032,133.3944,172.2890128,60.506632684799996
67.15488,108.7478,170.57339520000002,49.3271320976
68.30289,134.3986,173.48934060000002,60.9621297712
65.41208,131.2085,166.1466832,59.515125932
68.66755,130.8318,174.415577,59.344257825599996
70.06733,127.0838,177.9710182,57.6441950096
69.13413,119.4067,175.6006902,54.1619238664
67.02078,105.5616,170.2327812,47.881897267199996
65.52274,134.4733,166.4277596,60.9960130936
70.19808,132.6897,178.30312320000002,60.186986402399995
67.66866,126.058,171.8783964,57.178900336000005
69.73257,126.3532,177.1207278,57.312800694399996
67.61719,142.3603,171.74766259999998,64.5734931976
70.79589,124.5873,179.8215606,56.5118025816
69.65804,122.3604,176.9314216,55.5016985568
66.73277,123.2298,169.50123580000002,55.8960514416
67.58008,131.4049,171.65340319999999,59.6042114008
65.25317,124.3037,165.7430518,56.3831638904
70.71387,128.3836,179.6132298,58.2337738912
71.27374,136.853,181.0352996,62.075425976000005
66.55913,118.0569,169.0601902,53.5496653848
68.04247,121.4969,172.8278738,55.1100218648
68.11699,119.2811,173.0171546,54.1049527112
71.2367,126.5545,180.941218,57.404108764
66.92387,129.2477,169.98662979999997,58.6257227384
71.10381,134.7804,180.60367739999998,61.1353111968
69.41466,146.0725,176.3132364,66.25731741999999
69.16807,162.4109,175.6868978,73.6682849528
68.57725,130.1885,174.18621500000003,59.052462092
69.60315,132.1941,176.792001,59.9621862072
69.05087,127.4591,175.3892098,57.8144280872
68.28699,125.3466,173.4489546,56.8562149872
69.25276,134.7559,175.9020104,61.124198192799994
68.23862,121.9395,173.3260948,55.310781684
67.6868,125.6688,171.924472,57.002362329600004
68.84083,145.956,174.85570819999998,66.204473952
69.52061,119.9207,176.58234940000003,54.395070154399995
66.97668,111.5093,170.12076720000002,50.5797264056
72.0053,138.676,182.89346200000003,62.902324191999995
67.44482,135.0151,171.3098428,61.241769239199996
66.06214,116.509,167.7978356,52.847550328
65.5747,123.9575,166.559738,56.22613034
68.30171,136.952,173.4863434,62.120331584
71.02603,153.0797,180.4061162,69.4357272824
70.76882,126.357,179.7528028,57.314524344
67.50812,145.0614,171.47062480000002,65.7986905488
69.50936,135.1739,176.5537744,61.3137996488
66.4455,108.806,168.77157,49.353531151999995
68.5689,110.5155,174.165006,50.128946676
67.01296,138.2685,170.2129184,62.71748545199999
68.70004,119.5111,174.4981016,54.2092788712
68.23013,115.3214,173.30453020000002,52.308864468799996
70.40713,132.3684,178.8341102,60.0412472928
65.69989,93.99438,166.8777206,42.63509881296
65.7031,127.4051,166.88587400000003,57.7899341192
68.48055,134.3024,173.940597,60.9184942208
66.62891,124.9721,169.23743140000002,56.6863447832
66.84285,124.072,169.780839,56.278066624
69.89734,133.5476,177.5392436,60.576122979199994
67.6543,134.1509,171.841922,60.849775032800004
68.30917,130.2489,173.50529179999998,59.079859048799996
69.74848,138.0935,177.1611392,62.638106852
68.57906,126.6064,174.1908124,57.427650188799994
68.14477,131.8076,173.08771579999998,59.786872899200006
67.98093,131.7363,172.6715622,59.7545317896
64.82535,117.6261,164.656389,53.3542579512
69.20785,126.1943,175.787939,57.2407249256
69.2656,127.5132,175.934624,57.838967414399995
70.9403,142.4785,180.18836199999998,64.627107772
69.07826,139.444,175.4587804,63.250682848
66.20183,110.3204,168.15264820000002,50.0404508768
71.05779,131.9541,180.4867866,59.853324127200004
68.99493,129.2037,175.2471222,58.6057646904
70.96089,124.3513,180.2406606,56.4047548696
66.02496,126.5251,167.7033984,57.390773159199995
69.8641,149.2303,177.454814,67.6896702376
66.82802,142.1577,169.7431708,64.48159545840001
69.09424,127.1436,175.4993696,57.6713198112
66.81425,122.3353,169.70819500000002,55.4903133976
67.13183,112.6659,170.5148482,51.104350912799994
64.57428,134.2647,164.0186712,60.9013938024
68.68038,120.6936,174.4481652,54.7456514112
67.53724,115.783,171.5445896,52.518242536
71.17732,128.6855,180.79039279999998,58.37071331599999
70.53514,134.7611,179.1592556,61.1265568712
71.53411,118.3419,181.6966394,53.678939104799994
66.77301,106.1557,169.6034454,48.1513762744
66.33636,126.3823,168.4943544,57.3260002216
64.83095,114.3716,164.670613,51.8780427872
68.38247,130.2787,173.69147379999998,59.09337609039999
68.05038,123.3066,172.8479652,55.9308873072
69.09149,122.8571,175.49238459999998,55.7269977032
69.91046,125.6932,177.5725684,57.013429974400005
68.40737,111.7247,173.7547198,50.6774301224
68.32559,125.5516,173.54699860000002,56.949201347199995
66.95555,119.9702,170.06709700000002,54.4175229584
70.54816,132.6043,179.19232639999998,60.148249645599996
69.37805,132.6738,176.220247,60.1797742896
67.52012,117.4521,171.5011048,53.2753329432
64.87142,101.8549,164.7734068,46.2005678008
69.13396,128.4418,175.6002584,58.2601729456
68.81192,134.0414,174.7822768,60.8001067088
67.56446,127.7511,171.61372839999999,57.9468769512
68.16772,127.6172,173.1460088,57.8861409824
65.80687,139.3971,167.1494498,63.2294093832
64.92276,113.9381,164.9038104,51.681410655200004
68.35584,147.5188,173.6238336,66.9133475296
66.71546,132.6523,169.45726839999998,60.1700220616
69.18196,132.8139,175.72217840000002,60.24332252879999
65.88795,105.0942,167.35539300000002,47.6698883664
66.03733,127.5187,167.7348182,57.8414621704
69.44194,130.7305,176.3825276,59.298308956
67.14847,128.5815,170.55711380000002,58.323539748
65.69442,122.5699,166.8638268,55.5967260808
69.42723,157.2961,176.3451642,71.3482525912
66.54503,121.1097,169.0243762,54.9343910424
69.04469,147.5061,175.3735126,66.9075869112
67.62036,117.493,171.75571440000002,53.293884856
69.59105,132.4472,176.761267,60.0769903424
68.12343,118.1774,173.0335122,53.604323220800005
71.22641,123.7319,180.91508140000002,56.123799984799994
66.43285,130.365,168.739439,59.132521080000004
66.31808,122.8882,168.4479232,55.7411044144
68.02724,107.8693,172.78918960000001,48.928651525599996
68.2876,118.591,173.450504,53.791928872
66.91609,125.6467,169.9668686,56.9923379464
71.77546,148.6016,182.3096684,67.4044969472
66.04535,150.279,167.755189,68.165352168
69.01455,127.0678,175.296957,57.636937537600005
68.70744,128.7122,174.51689760000002,58.3828242224
65.012,118.4233,165.13048,53.715861493599995
66.05857,125.3879,167.78876780000002,56.8749483368
71.16403,149.2676,180.7566362,67.7065892192
67.55274,107.3484,171.58395960000001,48.6923754528
68.83455,133.6992,174.839757,60.6448875264
68.11811,124.8508,173.01999940000002,56.631324073600005
67.90528,112.7028,172.47941120000002,51.121088457599996
67.64085,127.8407,171.807759,57.987518794399996
69.78282,134.1615,177.2483628,60.85458310799999
67.99889,138.6031,172.7171806,62.869257335200004
69.41465,126.044,176.313211,57.172550048
70.42989,129.5856,178.8919206,58.7789914752
67.67519,134.1054,171.8949826,60.8291365968
67.88036,106.1251,172.4161144,48.1374963592
68.06905,127.0561,172.895387,57.6316305112
66.99435,121.9241,170.165649,55.3037963672
71.57689,150.7365,181.8053006,68.372870508
64.36564,116.0061,163.4887256,52.6194389112
67.93011,125.4748,172.5424794,56.9143654816
69.91863,131.6099,177.5933202,59.6971977608
69.93864,129.0696,177.64414560000003,58.5449380032
66.79766,129.1117,169.66605639999997,58.564034226400004
70.11119,148.1624,178.08242259999997,67.20527934079999
68.94814,105.388,175.1282756,47.803153696
68.02886,110.5447,172.79330439999998,50.1421915624
69.36148,118.6402,176.1781592,53.8142455984
68.44886,122.8151,173.86010439999998,55.7079468392
65.70282,124.887,166.88516280000002,56.647744104
69.55674,135.7695,176.6741196,61.583959044
65.84635,116.4563,167.249729,52.8236460296
68.79983,125.3617,174.7515682,56.8630642264
69.03835,133.122,175.357409,60.383074224000005
67.36352,138.3328,171.10334079999998,62.7466514176
70.35788,124.4972,178.70901519999998,56.4709339424
69.88828,136.7205,177.5162312,62.01532503599999
65.15319,115.0153,165.4891026,52.1700199576
69.40907,132.6366,176.2990378,60.16290066719999
68.50874,143.1323,174.0121996,64.92366622159999
65.71552,134.7422,166.9174208,61.1179839824
63.98308,122.6246,162.5170232,55.6215375632
70.07685,153.5634,177.99519899999999,69.6551297328
68.42542,126.289,173.8005668,57.283680088
68.23665,134.7206,173.321091,61.10818639519999
67.82856,134.5987,172.2845424,61.052893530400006
66.31277,118.3945,168.43443580000002,53.702798044
